Build,GPS Time,Interval ms,Channels,SIR ms,Header rows,N_freqs
4,1246190400.0,1000,76,100,5,5
Group A,Group B,Group C,Group D,Group E
L1/E1/S/B1I,L2/E6/B2I,L5/E5/B2A,L6/B1C,B3I
Time_ms,Channel,Sat_type,Sat_ID,Sat_PRN,Echo_Num,Sat_Pos_X,Sat_Pos_Y,Sat_Pos_Z,Sat_Vel_X,Sat_Vel_Y,Sat_Vel_Z,Azimuth,Elevation,Range,P-Range Group A,P-Range Group B,P-Range Group C,P-Range Group D,P-Range Group E,P-R_rate,Iono_delay Group A,Iono_delay Group B,Iono_delay Group C,Iono_delay Group D,Iono_delay Group E,Tropo_delay,P-R_Error,Signal_dB Group A,Signal_dB Group B,Signal_dB Group C,Signal_dB Group D,Signal_dB Group E,Ant_azimuth,Ant_elevation,Range_rate,P-R_Error_rate,Doppler_shift Group A,Doppler_shift Group B,Doppler_shift Group C,Doppler_shift Group D,Doppler_shift Group E,Delta_range Group A,Delta_range Group B,Delta_range Group C,Delta_range Group D,Delta_range Group E,Sat_Acc_X,Sat_Acc_Y,Sat_Acc_Z
40000,2,GPS,10,10,0,24104684.8605,10914272.4259,-3274106.2503,242.687,427.879,3132.182,2.8253,0.3429,23821373.1613,23822487.9388,0.0000,0.0000,0.0000,0.0000,-672.1166,1.74181e-08,0,0,0,0,2.43463e-08,0.0000,10.687,0.000,0.000,0.000,0.000,1.2543,0.3429,-672.1165,0.0000,3531.9966,0.0000,0.0000,0.0000,0.0000,-672.1259,0.0000,0.0000,0.0000,0.0000,-0.316389,-0.206912,0.068873
40000,3,GPS,21,21,0,13857832.9293,9212176.2263,21470905.8900,-2076.816,1484.673,747.464,1.1849,1.2097,21117792.2121,21166258.8131,0.0000,0.0000,0.0000,0.0000,236.7563,6.55726e-09,0,0,0,0,8.83856e-09,0.0000,11.734,0.000,0.000,0.000,0.000,-0.3861,1.2097,236.7605,0.0000,-1244.1627,0.0000,0.0000,0.0000,0.0000,236.7217,0.0000,0.0000,0.0000,0.0000,0.014704,0.168720,-0.426960
40000,4,GPS,29,29,0,4418219.9450,24677183.7137,8718926.9218,-250.111,1097.646,-2968.441,1.5890,0.2335,24336438.3764,24288199.5450,0.0000,0.0000,0.0000,0.0000,593.4125,1.78333e-08,0,0,0,0,3.49919e-08,0.0000,10.502,0.000,0.000,0.000,0.000,0.0180,0.2335,593.4042,0.0000,-3118.4035,0.0000,0.0000,0.0000,0.0000,593.3990,0.0000,0.0000,0.0000,0.0000,0.089390,-0.358348,-0.185907
40000,5,GPS,27,27,0,12080604.1338,-14793284.8565,18212072.9612,174.330,2340.433,1803.470,-1.2867,0.6709,21961633.5844,22013971.3476,0.0000,0.0000,0.0000,0.0000,-476.4880,8.58613e-09,0,0,0,0,1.32721e-08,0.0000,11.393,0.000,0.000,0.000,0.000,-2.8577,0.6709,-476.4910,0.0000,2503.9616,0.0000,0.0000,0.0000,0.0000,-476.5097,0.0000,0.0000,0.0000,0.0000,0.143622,0.216685,-0.394984
40000,6,GPS,16,16,0,16706683.1242,-4744554.9079,20033493.2771,2078.562,1508.275,-1321.712,-1.3819,1.1985,20483384.1461,20499314.2838,0.0000,0.0000,0.0000,0.0000,-108.2542,6.44737e-09,0,0,0,0,8.87656e-09,0.0000,11.998,0.000,0.000,0.000,0.000,-2.9529,1.1985,-108.2552,0.0000,568.8794,0.0000,0.0000,0.0000,0.0000,-108.3126,0.0000,0.0000,0.0000,0.0000,-0.048423,-0.226920,-0.428449
40000,7,GPS,26,26,0,23066284.8179,1562018.8112,13210491.8840,1370.827,992.755,-2489.543,-2.9019,1.1311,20721624.0475,20649044.3206,0.0000,0.0000,0.0000,0.0000,280.1181,7.05996e-09,0,0,0,0,9.13629e-09,0.0000,11.898,0.000,0.000,0.000,0.000,1.8103,1.1311,280.1208,0.0000,-1472.0304,0.0000,0.0000,0.0000,0.0000,280.0630,0.0000,0.0000,0.0000,0.0000,-0.219555,-0.224599,-0.278959
40000,8,GPS,20,20,0,21645581.7585,14100747.1194,6417570.4278,-897.492,3.853,2954.775,2.4793,0.6870,22111019.8898,21953405.8923,0.0000,0.0000,0.0000,0.0000,-489.8390,1.05326e-08,0,0,0,0,1.30105e-08,0.0000,11.335,0.000,0.000,0.000,0.000,0.9083,0.6870,-489.8377,0.0000,2574.1211,0.0000,0.0000,0.0000,0.0000,-489.8800,0.0000,0.0000,0.0000,0.0000,-0.341822,-0.092153,-0.135662
41000,1,GPS,7,7,0,-9034516.8561,-12621716.5190,21838363.1455,2355.505,-1338.934,155.386,-0.4539,0.1127,25337737.5888,25354788.9932,0.0000,0.0000,0.0000,0.0000,-417.6921,1.4652e-08,0,0,0,0,6.81148e-08,0.0000,10.152,0.000,0.000,0.000,0.000,-2.0249,0.1127,-417.6835,0.0000,2194.9867,0.0000,0.0000,0.0000,0.0000,-417.7256,0.0000,0.0000,0.0000,0.0000,-0.056116,-0.149118,-0.452587
41000,2,GPS,10,10,0,24104927.3904,10914700.2024,-3270974.0267,242.371,427.672,3132.251,2.8253,0.3431,23820701.0577,23821815.8351,0.0000,0.0000,0.0000,0.0000,-672.0909,1.74147e-08,0,0,0,0,2.4338e-08,0.0000,10.688,0.000,0.000,0.000,0.000,1.2543,0.3431,-672.0908,0.0000,3531.8614,0.0000,0.0000,0.0000,0.0000,-672.1002,0.0000,0.0000,0.0000,0.0000,-0.316419,-0.206871,0.068808
41000,3,GPS,21,21,0,13855756.1218,9213660.9821,21471653.1399,-2076.802,1484.841,747.037,1.1847,1.2096,21118029.0070,21166495.6038,0.0000,0.0000,0.0000,0.0000,236.8252,6.55748e-09,0,0,0,0,8.83894e-09,0.0000,11.734,0.000,0.000,0.000,0.000,-0.3863,1.2096,236.8294,0.0000,-1244.5247,0.0000,0.0000,0.0000,0.0000,236.7906,0.0000,0.0000,0.0000,0.0000,0.014763,0.168696,-0.426970
41000,4,GPS,29,29,0,4417969.8795,24678281.1785,8715958.3935,-250.021,1097.288,-2968.627,1.5890,0.2334,24337031.7888,24288792.9656,0.0000,0.0000,0.0000,0.0000,593.4288,1.78366e-08,0,0,0,0,3.50062e-08,0.0000,10.502,0.000,0.000,0.000,0.000,0.0180,0.2334,593.4206,0.0000,-3118.4896,0.0000,0.0000,0.0000,0.0000,593.4154,0.0000,0.0000,0.0000,0.0000,0.089347,-0.358385,-0.185832
41000,5,GPS,27,27,0,12080778.5363,-14790944.3116,18213876.2366,174.474,2340.650,1803.075,-1.2866,0.6710,21961157.1159,22013494.8820,0.0000,0.0000,0.0000,0.0000,-476.4431,8.58526e-09,0,0,0,0,1.32701e-08,0.0000,11.394,0.000,0.000,0.000,0.000,-2.8576,0.6710,-476.4461,0.0000,2503.7255,0.0000,0.0000,0.0000,0.0000,-476.4647,0.0000,0.0000,0.0000,0.0000,0.143653,0.216634,-0.395019
41000,6,GPS,16,16,0,16708761.6627,-4743046.7456,20032171.3509,2078.513,1508.048,-1322.140,-1.3822,1.1985,20483275.9494,20499206.0882,0.0000,0.0000,0.0000,0.0000,-108.1371,6.44736e-09,0,0,0,0,8.87628e-09,0.0000,11.999,0.000,0.000,0.000,0.000,-2.9532,1.1985,-108.1381,0.0000,568.2641,0.0000,0.0000,0.0000,0.0000,-108.1955,0.0000,0.0000,0.0000,0.0000,-0.048484,-0.226932,-0.428422
41000,7,GPS,26,26,0,23067655.5333,1563011.4532,13208002.2036,1370.607,992.531,-2489.822,-2.9021,1.1310,20721904.2230,20649324.4934,0.0000,0.0000,0.0000,0.0000,280.2276,7.06052e-09,0,0,0,0,9.13684e-09,0.0000,11.898,0.000,0.000,0.000,0.000,1.8101,1.1310,280.2303,0.0000,-1472.6059,0.0000,0.0000,0.0000,0.0000,280.1725,0.0000,0.0000,0.0000,0.0000,-0.219599,-0.224578,-0.278910
41000,8,GPS,20,20,0,21644684.0937,14100750.9260,6420525.1402,-897.834,3.761,2954.640,2.4792,0.6871,22110530.0941,21952916.0953,0.0000,0.0000,0.0000,0.0000,-489.7550,1.05312e-08,0,0,0,0,1.30087e-08,0.0000,11.335,0.000,0.000,0.000,0.000,0.9082,0.6871,-489.7537,0.0000,2573.6797,0.0000,0.0000,0.0000,0.0000,-489.7960,0.0000,0.0000,0.0000,0.0000,-0.341822,-0.092100,-0.135721
42000,1,GPS,7,7,0,-9032161.3760,-12623055.5291,21838518.3057,2355.449,-1339.083,154.934,-0.4540,0.1127,25337319.9494,25354371.3452,0.0000,0.0000,0.0000,0.0000,-417.6050,1.46508e-08,0,0,0,0,6.80825e-08,0.0000,10.152,0.000,0.000,0.000,0.000,-2.0250,0.1127,-417.5964,0.0000,2194.5290,0.0000,0.0000,0.0000,0.0000,-417.6380,0.0000,0.0000,0.0000,0.0000,-0.056177,-0.149086,-0.452595
42000,2,GPS,10,10,0,24105169.6037,10915127.7720,-3267841.7343,242.055,427.465,3132.320,2.8252,0.3432,23820028.9790,23821143.7562,0.0000,0.0000,0.0000,0.0000,-672.0652,1.74113e-08,0,0,0,0,2.43297e-08,0.0000,10.688,0.000,0.000,0.000,0.000,1.2542,0.3432,-672.0650,0.0000,3531.7262,0.0000,0.0000,0.0000,0.0000,-672.0754,0.0000,0.0000,0.0000,0.0000,-0.316453,-0.206828,0.068747
42000,3,GPS,21,21,0,13853679.3291,9215145.9065,21472399.9629,-2076.787,1485.010,746.610,1.1846,1.2095,21118265.8704,21166732.4630,0.0000,0.0000,0.0000,0.0000,236.8940,6.5577e-09,0,0,0,0,8.83932e-09,0.0000,11.734,0.000,0.000,0.000,0.000,-0.3864,1.2095,236.8982,0.0000,-1244.8865,0.0000,0.0000,0.0000,0.0000,236.8590,0.0000,0.0000,0.0000,0.0000,0.014816,0.168675,-0.426983
42000,4,GPS,29,29,0,4417719.9034,24679378.2850,8712989.6793,-249.932,1096.929,-2968.813,1.5891,0.2333,24337625.2176,24289386.4026,0.0000,0.0000,0.0000,0.0000,593.4452,1.78398e-08,0,0,0,0,3.50205e-08,0.0000,10.501,0.000,0.000,0.000,0.000,0.0181,0.2333,593.4370,0.0000,-3118.5755,0.0000,0.0000,0.0000,0.0000,593.4317,0.0000,0.0000,0.0000,0.0000,0.089297,-0.358417,-0.185768
42000,5,GPS,27,27,0,12080953.0824,-14788603.5500,18215679.1170,174.618,2340.866,1802.680,-1.2865,0.6711,21960680.6920,22013018.4610,0.0000,0.0000,0.0000,0.0000,-476.3982,8.5844e-09,0,0,0,0,1.32682e-08,0.0000,11.394,0.000,0.000,0.000,0.000,-2.8575,0.6711,-476.4011,0.0000,2503.4893,0.0000,0.0000,0.0000,0.0000,-476.4202,0.0000,0.0000,0.0000,0.0000,0.143685,0.216578,-0.395056
42000,6,GPS,16,16,0,16710840.1527,-4741538.8102,20030848.9963,2078.465,1507.821,-1322.568,-1.3825,1.1986,20483167.8693,20499098.0090,0.0000,0.0000,0.0000,0.0000,-108.0200,6.44735e-09,0,0,0,0,8.876e-09,0.0000,11.999,0.000,0.000,0.000,0.000,-2.9535,1.1986,-108.0210,0.0000,567.6488,0.0000,0.0000,0.0000,0.0000,-108.0790,0.0000,0.0000,0.0000,0.0000,-0.048545,-0.226948,-0.428393
42000,7,GPS,26,26,0,23069026.0292,1564003.8707,13205512.2443,1370.387,992.306,-2490.101,-2.9022,1.1308,20722184.5072,20649604.7748,0.0000,0.0000,0.0000,0.0000,280.3371,7.06107e-09,0,0,0,0,9.13739e-09,0.0000,11.898,0.000,0.000,0.000,0.000,1.8099,1.1308,280.3398,0.0000,-1473.1813,0.0000,0.0000,0.0000,0.0000,280.2811,0.0000,0.0000,0.0000,0.0000,-0.219655,-0.224560,-0.278862
42000,8,GPS,20,20,0,21643786.0870,14100754.6405,6423479.7169,-898.176,3.668,2954.504,2.4791,0.6873,22110040.3816,21952426.3816,0.0000,0.0000,0.0000,0.0000,-489.6709,1.05297e-08,0,0,0,0,1.30069e-08,0.0000,11.335,0.000,0.000,0.000,0.000,0.9081,0.6873,-489.6697,0.0000,2573.2382,0.0000,0.0000,0.0000,0.0000,-489.7128,0.0000,0.0000,0.0000,0.0000,-0.341822,-0.092057,-0.135785
43000,1,GPS,7,7,0,-9029805.9520,-12624394.6883,21838673.0134,2355.393,-1339.232,154.481,-0.4541,0.1128,25336902.3966,25353953.7838,0.0000,0.0000,0.0000,0.0000,-417.5178,1.46497e-08,0,0,0,0,6.80503e-08,0.0000,10.152,0.000,0.000,0.000,0.000,-2.0251,0.1128,-417.5093,0.0000,2194.0711,0.0000,0.0000,0.0000,0.0000,-417.5514,0.0000,0.0000,0.0000,0.0000,-0.056227,-0.149056,-0.452599
43000,2,GPS,10,10,0,24105411.5007,10915555.1348,-3264709.3731,241.738,427.258,3132.389,2.8252,0.3433,23819356.9269,23820471.7040,0.0000,0.0000,0.0000,0.0000,-672.0394,1.74079e-08,0,0,0,0,2.43214e-08,0.0000,10.688,0.000,0.000,0.000,0.000,1.2542,0.3433,-672.0393,0.0000,3531.5909,0.0000,0.0000,0.0000,0.0000,-672.0488,0.0000,0.0000,0.0000,0.0000,-0.316484,-0.206794,0.068670
43000,3,GPS,21,21,0,13851602.5512,9216630.9996,21473146.3588,-2076.772,1485.179,746.183,1.1845,1.2094,21118502.8030,21166969.3914,0.0000,0.0000,0.0000,0.0000,236.9629,6.55792e-09,0,0,0,0,8.8397e-09,0.0000,11.734,0.000,0.000,0.000,0.000,-0.3865,1.2094,236.9671,0.0000,-1245.2484,0.0000,0.0000,0.0000,0.0000,236.9283,0.0000,0.0000,0.0000,0.0000,0.014878,0.168649,-0.426995
43000,4,GPS,29,29,0,4417470.0166,24680475.0331,8710020.7793,-249.843,1096.571,-2968.999,1.5892,0.2332,24338218.6627,24289979.8560,0.0000,0.0000,0.0000,0.0000,593.4615,1.7843e-08,0,0,0,0,3.50348e-08,0.0000,10.501,0.000,0.000,0.000,0.000,0.0182,0.2332,593.4533,0.0000,-3118.6615,0.0000,0.0000,0.0000,0.0000,593.4481,0.0000,0.0000,0.0000,0.0000,0.089250,-0.358449,-0.185704
43000,5,GPS,27,27,0,12081127.7723,-14786262.5718,18217481.6023,174.761,2341.083,1802.285,-1.2864,0.6712,21960204.3133,22012542.0853,0.0000,0.0000,0.0000,0.0000,-476.3532,8.58353e-09,0,0,0,0,1.32663e-08,0.0000,11.394,0.000,0.000,0.000,0.000,-2.8574,0.6712,-476.3562,0.0000,2503.2531,0.0000,0.0000,0.0000,0.0000,-476.3749,0.0000,0.0000,0.0000,0.0000,0.143713,0.216513,-0.395098
43000,6,GPS,16,16,0,16712918.5941,-4740031.1017,20029526.2132,2078.416,1507.594,-1322.997,-1.3828,1.1987,20483059.9068,20498990.0476,0.0000,0.0000,0.0000,0.0000,-107.9029,6.44733e-09,0,0,0,0,8.87572e-09,0.0000,11.999,0.000,0.000,0.000,0.000,-2.9538,1.1987,-107.9039,0.0000,567.0334,0.0000,0.0000,0.0000,0.0000,-107.9613,0.0000,0.0000,0.0000,0.0000,-0.048614,-0.226971,-0.428361
43000,7,GPS,26,26,0,23070396.3053,1564996.0637,13203022.0062,1370.168,992.082,-2490.380,-2.9024,1.1307,20722464.9017,20649885.1666,0.0000,0.0000,0.0000,0.0000,280.4466,7.06163e-09,0,0,0,0,9.13794e-09,0.0000,11.898,0.000,0.000,0.000,0.000,1.8098,1.1307,280.4493,0.0000,-1473.7567,0.0000,0.0000,0.0000,0.0000,280.3915,0.0000,0.0000,0.0000,0.0000,-0.219712,-0.224550,-0.278801
43000,8,GPS,20,20,0,21642887.7385,14100758.2629,6426434.1578,-898.518,3.576,2954.368,2.4790,0.6874,22109550.7540,21951936.7527,0.0000,0.0000,0.0000,0.0000,-489.5869,1.05283e-08,0,0,0,0,1.30051e-08,0.0000,11.335,0.000,0.000,0.000,0.000,0.9080,0.6874,-489.5857,0.0000,2572.7966,0.0000,0.0000,0.0000,0.0000,-489.6280,0.0000,0.0000,0.0000,0.0000,-0.341824,-0.092007,-0.135851
44000,1,GPS,7,7,0,-9027450.5842,-12625733.9965,21838827.2684,2355.336,-1339.381,154.029,-0.4542,0.1129,25336484.9319,25353536.3105,0.0000,0.0000,0.0000,0.0000,-417.4307,1.46485e-08,0,0,0,0,6.80181e-08,0.0000,10.152,0.000,0.000,0.000,0.000,-2.0252,0.1129,-417.4221,0.0000,2193.6133,0.0000,0.0000,0.0000,0.0000,-417.4632,0.0000,0.0000,0.0000,0.0000,-0.056294,-0.149022,-0.452603
44000,2,GPS,10,10,0,24105653.0811,10915982.2907,-3261576.9433,241.422,427.052,3132.457,2.8252,0.3434,23818684.8992,23819799.6762,0.0000,0.0000,0.0000,0.0000,-672.0136,1.74045e-08,0,0,0,0,2.43131e-08,0.0000,10.688,0.000,0.000,0.000,0.000,1.2542,0.3434,-672.0135,0.0000,3531.4554,0.0000,0.0000,0.0000,0.0000,-672.0243,0.0000,0.0000,0.0000,0.0000,-0.316519,-0.206749,0.068617
44000,3,GPS,21,21,0,13849525.7882,9218116.2613,21473892.3278,-2076.757,1485.347,745.756,1.1843,1.2092,21118739.8036,21167206.3879,0.0000,0.0000,0.0000,0.0000,237.0317,6.55814e-09,0,0,0,0,8.84008e-09,0.0000,11.734,0.000,0.000,0.000,0.000,-0.3867,1.2092,237.0359,0.0000,-1245.6101,0.0000,0.0000,0.0000,0.0000,236.9963,0.0000,0.0000,0.0000,0.0000,0.014929,0.168630,-0.427009
44000,4,GPS,29,29,0,4417220.2190,24681571.4227,8707051.6936,-249.753,1096.213,-2969.184,1.5893,0.2331,24338812.1232,24290573.3247,0.0000,0.0000,0.0000,0.0000,593.4779,1.78462e-08,0,0,0,0,3.50492e-08,0.0000,10.501,0.000,0.000,0.000,0.000,0.0183,0.2331,593.4697,0.0000,-3118.7474,0.0000,0.0000,0.0000,0.0000,593.4635,0.0000,0.0000,0.0000,0.0000,0.089202,-0.358476,-0.185647
44000,5,GPS,27,27,0,12081302.6058,-14783921.3772,18219283.6925,174.905,2341.299,1801.890,-1.2864,0.6713,21959727.9799,22012065.7549,0.0000,0.0000,0.0000,0.0000,-476.3083,8.58267e-09,0,0,0,0,1.32644e-08,0.0000,11.394,0.000,0.000,0.000,0.000,-2.8574,0.6713,-476.3112,0.0000,2503.0169,0.0000,0.0000,0.0000,0.0000,-476.3296,0.0000,0.0000,0.0000,0.0000,0.143743,0.216455,-0.395135
44000,6,GPS,16,16,0,16714996.9869,-4738523.6202,20028203.0018,2078.368,1507.367,-1323.425,-1.3831,1.1988,20482952.0611,20498882.2029,0.0000,0.0000,0.0000,0.0000,-107.7858,6.44732e-09,0,0,0,0,8.87543e-09,0.0000,11.999,0.000,0.000,0.000,0.000,-2.9541,1.1988,-107.7868,0.0000,566.4180,0.0000,0.0000,0.0000,0.0000,-107.8446,0.0000,0.0000,0.0000,0.0000,-0.048674,-0.226985,-0.428331
44000,7,GPS,26,26,0,23071766.3618,1565988.0320,13200531.4893,1369.948,991.857,-2490.659,-2.9025,1.1306,20722745.4048,20650165.6670,0.0000,0.0000,0.0000,0.0000,280.5561,7.06218e-09,0,0,0,0,9.13848e-09,0.0000,11.898,0.000,0.000,0.000,0.000,1.8096,1.1306,280.5588,0.0000,-1474.3321,0.0000,0.0000,0.0000,0.0000,280.5000,0.0000,0.0000,0.0000,0.0000,-0.219763,-0.224527,-0.278756
44000,8,GPS,20,20,0,21641989.0482,14100761.7934,6429388.4628,-898.860,3.484,2954.232,2.4789,0.6875,22109061.2089,21951447.2064,0.0000,0.0000,0.0000,0.0000,-489.5029,1.05268e-08,0,0,0,0,1.30033e-08,0.0000,11.335,0.000,0.000,0.000,0.000,0.9079,0.6875,-489.5016,0.0000,2572.3549,0.0000,0.0000,0.0000,0.0000,-489.5453,0.0000,0.0000,0.0000,0.0000,-0.341821,-0.091957,-0.135908
45000,1,GPS,7,7,0,-9025095.2728,-12627073.4538,21838981.0708,2355.280,-1339.530,153.576,-0.4542,0.1129,25336067.5533,25353118.9234,0.0000,0.0000,0.0000,0.0000,-417.3436,1.46474e-08,0,0,0,0,6.79859e-08,0.0000,10.152,0.000,0.000,0.000,0.000,-2.0252,0.1129,-417.3350,0.0000,2193.1552,0.0000,0.0000,0.0000,0.0000,-417.3771,0.0000,0.0000,0.0000,0.0000,-0.056344,-0.148997,-0.452606
45000,2,GPS,10,10,0,24105894.3450,10916409.2400,-3258444.4448,241.105,426.845,3132.526,2.8251,0.3436,23818012.8986,23819127.6754,0.0000,0.0000,0.0000,0.0000,-671.9878,1.74011e-08,0,0,0,0,2.43049e-08,0.0000,10.689,0.000,0.000,0.000,0.000,1.2541,0.3436,-671.9877,0.0000,3531.3199,0.0000,0.0000,0.0000,0.0000,-671.9972,0.0000,0.0000,0.0000,0.0000,-0.316551,-0.206714,0.068541
45000,3,GPS,21,21,0,13847449.0401,9219601.6916,21474637.8697,-2076.742,1485.516,745.329,1.1842,1.2091,21118976.8740,21167443.4540,0.0000,0.0000,0.0000,0.0000,237.1006,6.55837e-09,0,0,0,0,8.84046e-09,0.0000,11.733,0.000,0.000,0.000,0.000,-0.3868,1.2091,237.1047,0.0000,-1245.9718,0.0000,0.0000,0.0000,0.0000,237.0660,0.0000,0.0000,0.0000,0.0000,0.014987,0.168603,-0.427023
45000,4,GPS,29,29,0,4416970.5106,24682667.4538,8704082.4223,-249.664,1095.854,-2969.370,1.5894,0.2330,24339405.6010,24291166.8108,0.0000,0.0000,0.0000,0.0000,593.4942,1.78495e-08,0,0,0,0,3.50635e-08,0.0000,10.501,0.000,0.000,0.000,0.000,0.0184,0.2330,593.4860,0.0000,-3118.8333,0.0000,0.0000,0.0000,0.0000,593.4808,0.0000,0.0000,0.0000,0.0000,0.089153,-0.358502,-0.185583
45000,5,GPS,27,27,0,12081477.5831,-14781579.9661,18221085.3876,175.049,2341.516,1801.495,-1.2863,0.6714,21959251.6912,22011589.4691,0.0000,0.0000,0.0000,0.0000,-476.2633,8.5818e-09,0,0,0,0,1.32624e-08,0.0000,11.394,0.000,0.000,0.000,0.000,-2.8573,0.6714,-476.2663,0.0000,2502.7807,0.0000,0.0000,0.0000,0.0000,-476.2850,0.0000,0.0000,0.0000,0.0000,0.143771,0.216394,-0.395177
45000,6,GPS,16,16,0,16717075.3311,-4737016.3657,20026879.3621,2078.319,1507.140,-1323.853,-1.3834,1.1989,20482844.3329,20498774.4757,0.0000,0.0000,0.0000,0.0000,-107.6686,6.44731e-09,0,0,0,0,8.87515e-09,0.0000,11.999,0.000,0.000,0.000,0.000,-2.9544,1.1989,-107.6697,0.0000,565.8025,0.0000,0.0000,0.0000,0.0000,-107.7271,0.0000,0.0000,0.0000,0.0000,-0.048747,-0.227007,-0.428299
45000,7,GPS,26,26,0,23073136.1985,1566979.7759,13198040.6936,1369.728,991.633,-2490.937,-2.9027,1.1304,20723026.0183,20650446.2778,0.0000,0.0000,0.0000,0.0000,280.6656,7.06274e-09,0,0,0,0,9.13903e-09,0.0000,11.898,0.000,0.000,0.000,0.000,1.8095,1.1304,280.6683,0.0000,-1474.9075,0.0000,0.0000,0.0000,0.0000,280.6105,0.0000,0.0000,0.0000,0.0000,-0.219823,-0.224517,-0.278695
45000,8,GPS,20,20,0,21641090.0160,14100765.2318,6432342.6320,-899.202,3.393,2954.096,2.4788,0.6876,22108571.7493,21950957.7455,0.0000,0.0000,0.0000,0.0000,-489.4188,1.05254e-08,0,0,0,0,1.30015e-08,0.0000,11.336,0.000,0.000,0.000,0.000,0.9078,0.6876,-489.4175,0.0000,2571.9131,0.0000,0.0000,0.0000,0.0000,-489.4599,0.0000,0.0000,0.0000,0.0000,-0.341821,-0.091909,-0.135980
46000,1,GPS,7,7,0,-9022740.0176,-12628413.0600,21839134.4206,2355.224,-1339.679,153.123,-0.4543,0.1130,25335650.2624,25352701.6239,0.0000,0.0000,0.0000,0.0000,-417.2564,1.46462e-08,0,0,0,0,6.79537e-08,0.0000,10.152,0.000,0.000,0.000,0.000,-2.0253,0.1130,-417.2478,0.0000,2192.6972,0.0000,0.0000,0.0000,0.0000,-417.2895,0.0000,0.0000,0.0000,0.0000,-0.056411,-0.148962,-0.452614
46000,2,GPS,10,10,0,24106135.2924,10916835.9825,-3255311.8778,240.789,426.638,3132.594,2.8251,0.3437,23817340.9230,23818455.6997,0.0000,0.0000,0.0000,0.0000,-671.9620,1.73977e-08,0,0,0,0,2.42966e-08,0.0000,10.689,0.000,0.000,0.000,0.000,1.2541,0.3437,-671.9619,0.0000,3531.1842,0.0000,0.0000,0.0000,0.0000,-671.9723,0.0000,0.0000,0.0000,0.0000,-0.316590,-0.206668,0.068488
46000,3,GPS,21,21,0,13845372.3070,9221087.2906,21475382.9847,-2076.727,1485.684,744.902,1.1840,1.2090,21119214.0127,21167680.5885,0.0000,0.0000,0.0000,0.0000,237.1694,6.55859e-09,0,0,0,0,8.84084e-09,0.0000,11.733,0.000,0.000,0.000,0.000,-0.3870,1.2090,237.1736,0.0000,-1246.3335,0.0000,0.0000,0.0000,0.0000,237.1343,0.0000,0.0000,0.0000,0.0000,0.015034,0.168585,-0.427034
46000,4,GPS,29,29,0,4416720.8914,24683763.1264,8701112.9654,-249.575,1095.496,-2969.556,1.5894,0.2329,24339999.0952,24291760.3132,0.0000,0.0000,0.0000,0.0000,593.5106,1.78527e-08,0,0,0,0,3.50779e-08,0.0000,10.501,0.000,0.000,0.000,0.000,0.0184,0.2329,593.5023,0.0000,-3118.9192,0.0000,0.0000,0.0000,0.0000,593.4971,0.0000,0.0000,0.0000,0.0000,0.089101,-0.358530,-0.185526
46000,5,GPS,27,27,0,12081652.7042,-14779238.3386,18222886.6875,175.193,2341.732,1801.099,-1.2862,0.6715,21958775.4470,22011113.2278,0.0000,0.0000,0.0000,0.0000,-476.2184,8.58094e-09,0,0,0,0,1.32605e-08,0.0000,11.394,0.000,0.000,0.000,0.000,-2.8572,0.6715,-476.2213,0.0000,2502.5444,0.0000,0.0000,0.0000,0.0000,-476.2404,0.0000,0.0000,0.0000,0.0000,0.143799,0.216330,-0.395216
46000,6,GPS,16,16,0,16719153.6265,-4735509.3382,20025555.2941,2078.270,1506.913,-1324.282,-1.3837,1.1990,20482736.7211,20498666.8651,0.0000,0.0000,0.0000,0.0000,-107.5515,6.4473e-09,0,0,0,0,8.87487e-09,0.0000,11.999,0.000,0.000,0.000,0.000,-2.9547,1.1990,-107.5526,0.0000,565.1870,0.0000,0.0000,0.0000,0.0000,-107.6106,0.0000,0.0000,0.0000,0.0000,-0.048807,-0.227021,-0.428270
46000,7,GPS,26,26,0,23074505.8154,1567971.2952,13195549.6192,1369.508,991.408,-2491.216,-2.9029,1.1303,20723306.7404,20650726.9972,0.0000,0.0000,0.0000,0.0000,280.7750,7.06329e-09,0,0,0,0,9.13958e-09,0.0000,11.897,0.000,0.000,0.000,0.000,1.8093,1.1303,280.7778,0.0000,-1475.4828,0.0000,0.0000,0.0000,0.0000,280.7191,0.0000,0.0000,0.0000,0.0000,-0.219874,-0.224494,-0.278652
46000,8,GPS,20,20,0,21640190.6421,14100768.5784,6435296.6651,-899.543,3.301,2953.960,2.4787,0.6877,22108082.3730,21950468.3680,0.0000,0.0000,0.0000,0.0000,-489.3347,1.0524e-08,0,0,0,0,1.29997e-08,0.0000,11.336,0.000,0.000,0.000,0.000,0.9077,0.6877,-489.3335,0.0000,2571.4713,0.0000,0.0000,0.0000,0.0000,-489.3766,0.0000,0.0000,0.0000,0.0000,-0.341821,-0.091861,-0.136035
