4.162707382000000216e+06 6.640327759999999544e+05 4.770553502999999560e+06
4.162707514078763314e+06 6.640326803585524904e+05 4.770554541803243570e+06
4.162710150322624948e+06 6.640316599898100831e+05 4.770557842290231027e+06
4.162714442462821025e+06 6.640291964517758461e+05 4.770561453891973943e+06
4.162709517968217377e+06 6.640275088742774678e+05 4.770557609793155454e+06
4.162707482537603006e+06 6.640249914503498003e+05 4.770556995253565721e+06
4.162706968943170737e+06 6.640207283199850935e+05 4.770557865190741606e+06
4.162706447978820652e+06 6.640154875096040778e+05 4.770559081465369090e+06
4.162705574401591439e+06 6.640093400754273171e+05 4.770560514355170541e+06
4.162704575851187110e+06 6.640021415396741359e+05 4.770562204452645034e+06
4.162703367517903447e+06 6.639940039678063476e+05 4.770564225115382113e+06
4.162702156690391246e+06 6.639861759849375812e+05 4.770566240114303306e+06
4.162700612210646272e+06 6.639767147068434861e+05 4.770568799534662627e+06
4.162698776656849775e+06 6.639668695029469673e+05 4.770571643240667880e+06
4.162696528595364653e+06 6.639561562022907892e+05 4.770574961983050220e+06
4.162693834055694751e+06 6.639446234267458785e+05 4.770578778097724542e+06
4.162690874902326614e+06 6.639326947145865997e+05 4.770582926800857298e+06
4.162687454785051756e+06 6.639204610044694273e+05 4.770587510239064693e+06
4.162683705201296601e+06 6.639082004575376632e+05 4.770592410422819667e+06
4.162679754172923509e+06 6.638960283423708752e+05 4.770597525709048845e+06
4.162675426980092656e+06 6.638842632238867227e+05 4.770602887011716142e+06
4.162670753714192659e+06 6.638725613465100760e+05 4.770608568284379318e+06
4.162665614698767196e+06 6.638611924426391488e+05 4.770614574105394073e+06
4.162660109636832960e+06 6.638501199834648287e+05 4.770620860629444011e+06
4.162654363219835795e+06 6.638393582041665213e+05 4.770627352967633866e+06
4.162648148236212786e+06 6.638289984712363221e+05 4.770634168282113969e+06
4.162641576420651283e+06 6.638190582616956672e+05 4.770641237023552880e+06
4.162634730608576909e+06 6.638095069843461970e+05 4.770648518060456030e+06
4.162627452785087749e+06 6.638004683009360451e+05 4.770656079844860360e+06
4.162619888543767389e+06 6.637918994818520732e+05 4.770663844393636100e+06
4.162611913543763105e+06 6.637838943349018227e+05 4.770671878347567283e+06
4.162603630388813093e+06 6.637765458025003318e+05 4.770680091601209715e+06
4.162595018212307710e+06 6.637697469989915844e+05 4.770688517954256386e+06
4.162586055366091430e+06 6.637637390980997588e+05 4.770697139104566537e+06
4.162576765202224720e+06 6.637585348860453814e+05 4.770705935894651338e+06
4.162567159753553104e+06 6.637542016664057737e+05 4.770714874839323573e+06
4.162557269392613322e+06 6.637509402019365225e+05 4.770723922894454561e+06
4.162547093371535651e+06 6.637487681339792907e+05 4.770733042984462343e+06
4.162536761135936249e+06 6.637478948521360289e+05 4.770742132858118042e+06
4.162526310279662255e+06 6.637483263442144962e+05 4.770751146188909188e+06
4.162515782805435359e+06 6.637500475583374500e+05 4.770760008273246698e+06
4.162505324868869502e+06 6.637531300206697779e+05 4.770768613061862066e+06
4.162495039247059263e+06 6.637574800257397583e+05 4.770776883589530364e+06
4.162484912301018368e+06 6.637628752806530101e+05 4.770784859775037505e+06
4.162475116190607194e+06 6.637693213427232113e+05 4.770792409048551694e+06
4.162465630186649971e+06 6.637765922455413966e+05 4.770799586164490320e+06
4.162456502546228934e+06 6.637846939953059191e+05 4.770806337552005425e+06
4.162447747451715637e+06 6.637934722549887374e+05 4.770812682992775925e+06
4.162439366531625390e+06 6.638027350053515984e+05 4.770818660562183708e+06
4.162431324098906480e+06 6.638125909337569028e+05 4.770824268371820450e+06
4.162423636470611673e+06 6.638228514436215628e+05 4.770829523157032207e+06
4.162416255432375241e+06 6.638333832566805650e+05 4.770834497422342189e+06
4.162409178840273991e+06 6.638442874194767792e+05 4.770839154019633308e+06
4.162402315602432936e+06 6.638553879385663895e+05 4.770843596560341306e+06
4.162395730237356387e+06 6.638667773648260627e+05 4.770847758812686428e+06
4.162389356298880652e+06 6.638783715566622559e+05 4.770851708078114316e+06
4.162383109468243551e+06 6.638901193065585103e+05 4.770855497401949018e+06
4.162377128274558112e+06 6.639020316540598869e+05 4.770859043026378378e+06
4.162371283534411341e+06 6.639141791327338433e+05 4.770862431776746176e+06
4.162365553641046863e+06 6.639264293667213060e+05 4.770865680475260131e+06
4.162360043311950285e+06 6.639388131267572753e+05 4.770868727514097467e+06
4.162354641089594923e+06 6.639513156591091538e+05 4.770871649507169612e+06
4.162349430005430710e+06 6.639639185822663130e+05 4.770874398255106062e+06
4.162344360049101058e+06 6.639766237005243311e+05 4.770877008163005114e+06
4.162339418176598847e+06 6.639894143746991176e+05 4.770879493667707779e+06
4.162333326675446238e+06 6.640026097382857697e+05 4.770882427853261121e+06
4.162328542145475745e+06 6.640156030117247719e+05 4.770884560311359353e+06
4.162324041995486710e+06 6.640286529641046654e+05 4.770886748119091615e+06
4.162319654279337265e+06 6.640417511155668180e+05 4.770888739535672590e+06
4.162315440665165894e+06 6.640548789985829499e+05 4.770890577248674817e+06
4.162311302683292888e+06 6.640680755833925214e+05 4.770892318220323883e+06
4.162307274405205157e+06 6.640813196160841035e+05 4.770893953088310547e+06
4.162303425744661130e+06 6.640945742659165990e+05 4.770895467416204512e+06
4.162299621329849120e+06 6.641079014500413323e+05 4.770896902349923737e+06
4.162295917281149887e+06 6.641212668502702145e+05 4.770898238856870681e+06
4.162292409109385684e+06 6.641346365213830722e+05 4.770899452552096918e+06
4.162288903994895518e+06 6.641480685912369518e+05 4.770900610480869189e+06
4.162285593145451043e+06 6.641614816469653742e+05 4.770901648648861796e+06
4.162282289916337002e+06 6.641749804224846885e+05 4.770902624260263517e+06
4.162279075730016455e+06 6.641885049638252240e+05 4.770903515052241273e+06
4.162276102913530543e+06 6.642019763685964281e+05 4.770904277807658538e+06
4.162273361492071301e+06 6.642154223638714757e+05 4.770904916251349263e+06
4.162270676932389382e+06 6.642289063441790640e+05 4.770905470186591148e+06
4.162268015235379338e+06 6.642424184750220738e+05 4.770905978910597973e+06
4.162265388554435689e+06 6.642559869073232403e+05 4.770906416115195490e+06
4.162262817264880054e+06 6.642695915986257605e+05 4.770906785600675270e+06
4.162260320294345263e+06 6.642832248299500206e+05 4.770907078050188720e+06
4.162257902395329904e+06 6.642968807956574019e+05 4.770907293890097179e+06
4.162255550519082230e+06 6.643105623484143289e+05 4.770907438756912015e+06
4.162253297734837513e+06 6.643242582774438197e+05 4.770907500405376777e+06
4.162251129591961391e+06 6.643379710196248489e+05 4.770907481257973239e+06
4.162249036926438101e+06 6.643517019452456152e+05 4.770907392000857741e+06
4.162247044463958591e+06 6.643654433161859633e+05 4.770907214682895690e+06
4.162245129896885715e+06 6.643792005904528778e+05 4.770906965790841728e+06
4.162243319265808444e+06 6.643929656560615404e+05 4.770906628740116954e+06
4.162241599861493800e+06 6.644067399620012147e+05 4.770906212130698375e+06
4.162239962350485846e+06 6.644205251166780945e+05 4.770905718561332673e+06
4.162238428216968197e+06 6.644343175119393272e+05 4.770905138456456363e+06
4.162236989638443571e+06 6.644481147081127856e+05 4.770904473404904827e+06
4.162235636951786932e+06 6.644619189695636742e+05 4.770903730814091861e+06
4.162234391421083827e+06 6.644757266746176174e+05 4.770902897818029858e+06
4.162233234618107323e+06 6.644895382948928745e+05 4.770901984952923842e+06
4.162232186741965357e+06 6.645033498824490234e+05 4.770900979300942272e+06
4.162231241182194557e+06 6.645171629338882631e+05 4.770899884769978002e+06
4.162230389341255650e+06 6.645309760972239310e+05 4.770898707470099442e+06
4.162229653358788695e+06 6.645447854453211185e+05 4.770897432898183353e+06
4.162229023952836171e+06 6.645585928369903704e+05 4.770896064248735085e+06
4.162228500786804128e+06 6.645723915850713383e+05 4.770894606840938330e+06
4.162228098859355785e+06 6.645861863623845857e+05 4.770893044433418661e+06
4.162227806777995545e+06 6.645999708751209546e+05 4.770891389445558190e+06
4.162227646085602697e+06 6.646137449487698032e+05 4.770889622041413561e+06
4.162227612422722857e+06 6.646275043701697141e+05 4.770887746440150775e+06
4.162227700380173046e+06 6.646412482634740882e+05 4.770885768431532197e+06
4.162227934616936371e+06 6.646549715156136081e+05 4.770883667558810674e+06
4.162228311343821697e+06 6.646686717206771718e+05 4.770881444734570570e+06
4.162228824905417394e+06 6.646823504063787404e+05 4.770879109241269529e+06
4.162229503536710050e+06 6.646959941915790550e+05 4.770876634438689798e+06
4.162230329007216729e+06 6.647096090577406576e+05 4.770874035253820010e+06
4.162231337855416350e+06 6.647231783327448647e+05 4.770871285399411805e+06
4.162232530797070824e+06 6.647367010738792596e+05 4.770868390613428317e+06
4.162233886175035965e+06 6.647501805784143507e+05 4.770865352605099790e+06
4.162235459616338369e+06 6.647635928733656183e+05 4.770862141118845902e+06
4.162237245634150226e+06 6.647769339370029047e+05 4.770858757377959788e+06
4.162239223843516316e+06 6.647902087265687296e+05 4.770855208271238022e+06
4.162241480397710111e+06 6.648033720760218566e+05 4.770851450673843734e+06
4.162243952534324024e+06 6.648164492228407180e+05 4.770847509277976118e+06
4.162246728750063106e+06 6.648293875077099074e+05 4.770843334931993857e+06
4.162249785626987927e+06 6.648421875695424387e+05 4.770838937179451808e+06
4.162253074269927572e+06 6.648548668474901933e+05 4.770834328990645707e+06
4.162256742696858011e+06 6.648673274440240348e+05 4.770829441766473465e+06
4.162260762313945685e+06 6.648795675571246538e+05 4.770824277485591359e+06
4.162265081058605574e+06 6.648915945805736119e+05 4.770818857838924043e+06
4.162269870017686859e+06 6.649032793754223967e+05 4.770813098594397306e+06
4.162275013339414261e+06 6.649146585824218346e+05 4.770807051054749638e+06
4.162280679490439128e+06 6.649255769606066169e+05 4.770800632816222496e+06
4.162286820516065229e+06 6.649360160864531063e+05 4.770793868421131745e+06
4.162293373619943857e+06 6.649459656240689801e+05 4.770786785402012989e+06
4.162300495789377950e+06 6.649552294866591692e+05 4.770779327769886702e+06
4.162308111582271289e+06 6.649637848528709728e+05 4.770771532760318369e+06
4.162316155841149855e+06 6.649716171387352515e+05 4.770763448825553991e+06
4.162324725163119379e+06 6.649785092340144329e+05 4.770755050486039370e+06
4.162333689295074437e+06 6.649845179670691723e+05 4.770746418502404355e+06
4.162343082567947917e+06 6.649894460117149865e+05 4.770737567400082015e+06
4.162352799977578223e+06 6.649933340475579025e+05 4.770728572422752157e+06
4.162362769929982256e+06 6.649962439352388028e+05 4.770719490927811712e+06
4.162372930941528175e+06 6.649980767674755771e+05 4.770710380254456773e+06
4.162383217366559897e+06 6.649989204357726267e+05 4.770701286959237419e+06
4.162393635275443550e+06 6.649988304943289841e+05 4.770692233265047893e+06
4.162404035089354496e+06 6.649977940550438361e+05 4.770683299074037001e+06
4.162414516964044888e+06 6.649958650026512332e+05 4.770674464529762976e+06
4.162424864146049600e+06 6.649930799292963929e+05 4.770665823560367338e+06
4.162435116042933892e+06 6.649894780557641061e+05 4.770657372423864901e+06
4.162445388088177890e+06 6.649850605510585010e+05 4.770649088555396535e+06
4.162455422816129867e+06 6.649799148614961887e+05 4.770641071079877205e+06
