Build,GPS Time,Interval ms,Channels,SIR ms,Header rows,N_freqs
4,1246190400.0,1000,76,100,5,5
Group A,Group B,Group C,Group D,Group E
L1/E1/S/B1I,L2/E6/B2I,L5/E5/B2A,L6/B1C,B3I
Time_ms,Channel,Sat_type,Sat_ID,Sat_PRN,Echo_Num,Sat_Pos_X,Sat_Pos_Y,Sat_Pos_Z,Sat_Vel_X,Sat_Vel_Y,Sat_Vel_Z,Azimuth,Elevation,Range,P-Range Group A,P-Range Group B,P-Range Group C,P-Range Group D,P-Range Group E,P-R_rate,Iono_delay Group A,Iono_delay Group B,Iono_delay Group C,Iono_delay Group D,Iono_delay Group E,Tropo_delay,P-R_Error,Signal_dB Group A,Signal_dB Group B,Signal_dB Group C,Signal_dB Group D,Signal_dB Group E,Ant_azimuth,Ant_elevation,Range_rate,P-R_Error_rate,Doppler_shift Group A,Doppler_shift Group B,Doppler_shift Group C,Doppler_shift Group D,Doppler_shift Group E,Delta_range Group A,Delta_range Group B,Delta_range Group C,Delta_range Group D,Delta_range Group E,Sat_Acc_X,Sat_Acc_Y,Sat_Acc_Z
2000,15,GPS,20,20,0,21679439.7342,14100533.7310,6305191.4045,-884.503,7.390,2959.885,2.4831,0.6827,22129679.0805,21972065.1311,0.0000,0.0000,0.0000,0.0000,-495.1289,1.05877e-08,0,0,0,0,1.30795e-08,0.0000,11.327,0.000,0.000,0.000,0.000,0.7541,0.6827,-495.1276,0.0000,2601.9197,0.0000,0.0000,0.0000,0.0000,-495.1694,0.0000,0.0000,0.0000,0.0000,-0.341808,-0.094026,-0.133275
2000,16,GPS,20,20,1,21679439.7342,14100533.7310,6305191.4045,-884.503,7.390,2959.885,-2.4831,0.6827,22129679.0805,21972077.8792,0.0000,0.0000,0.0000,0.0000,-495.1314,1.05877e-08,0,0,0,0,1.30795e-08,0.0000,-99.900,0.000,0.000,0.000,0.000,0.7541,0.6827,-495.1276,0.0000,2601.9328,0.0000,0.0000,0.0000,0.0000,-495.1719,0.0000,0.0000,0.0000,0.0000,-0.341808,-0.094026,-0.133275
3000,1,GPS,7,7,0,-9124066.1600,-12570944.9037,21832131.7356,2357.596,-1333.246,172.581,-0.4507,0.1103,25353687.4281,25370739.1684,0.0000,0.0000,0.0000,0.0000,-419.0641,1.46959e-08,0,0,0,0,6.93707e-08,0.0000,10.146,0.000,0.000,0.000,0.000,-2.1797,0.1103,-419.0551,0.0000,2202.1966,0.0000,0.0000,0.0000,0.0000,-419.0973,0.0000,0.0000,0.0000,0.0000,-0.053937,-0.150243,-0.452391
3000,2,GPS,7,7,1,-9124066.1600,-12570944.9037,21832131.7356,2357.596,-1333.246,172.581,-0.4507,0.1103,25353687.4281,25370739.1684,0.0000,0.0000,0.0000,0.0000,-419.0641,1.46959e-08,0,0,0,0,6.93707e-08,0.0000,-99.900,0.000,0.000,0.000,0.000,-2.1797,0.1103,-419.0551,0.0000,2202.1966,0.0000,0.0000,0.0000,0.0000,-419.0973,0.0000,0.0000,0.0000,0.0000,-0.053937,-0.150243,-0.452391
3000,3,GPS,10,10,0,24095489.1185,10898298.9046,-3389949.5461,254.371,435.562,3129.589,2.8268,0.3384,23846249.2161,23847364.0000,0.0000,0.0000,0.0000,0.0000,-674.3535,1.75443e-08,0,0,0,0,2.46572e-08,0.0000,10.678,0.000,0.000,0.000,0.000,1.0978,0.3384,-674.3533,0.0000,3543.7517,0.0000,0.0000,0.0000,0.0000,-674.3623,0.0000,0.0000,0.0000,0.0000,-0.315144,-0.208369,0.071324
3000,4,GPS,10,10,1,24095489.1185,10898298.9046,-3389949.5461,254.371,435.562,3129.589,-2.8268,0.3384,23846249.2161,23847384.1537,0.0000,0.0000,0.0000,0.0000,-674.3548,1.75443e-08,0,0,0,0,2.46572e-08,0.0000,-99.900,0.000,0.000,0.000,0.000,1.0978,0.3384,-674.3533,0.0000,3543.7585,0.0000,0.0000,0.0000,0.0000,-674.3636,0.0000,0.0000,0.0000,0.0000,-0.315144,-0.208369,0.071324
3000,5,GPS,21,21,0,13934684.6718,9157359.0676,21442957.6059,-2077.322,1478.414,763.252,1.1902,1.2139,21109066.5824,21157533.3385,0.0000,0.0000,0.0000,0.0000,232.7554,6.54918e-09,0,0,0,0,8.82463e-09,0.0000,11.737,0.000,0.000,0.000,0.000,-0.5388,1.2139,232.7596,0.0000,-1223.1380,0.0000,0.0000,0.0000,0.0000,232.7210,0.0000,0.0000,0.0000,0.0000,0.012627,0.169569,-0.426463
3000,6,GPS,21,21,1,13934684.6718,9157359.0676,21442957.6059,-2077.322,1478.414,763.252,1.1902,1.2139,21109066.5824,21157533.3385,0.0000,0.0000,0.0000,0.0000,232.7554,6.54918e-09,0,0,0,0,8.82463e-09,0.0000,-99.900,0.000,0.000,0.000,0.000,-0.5388,1.2139,232.7596,0.0000,-1223.1380,0.0000,0.0000,0.0000,0.0000,232.7210,0.0000,0.0000,0.0000,0.0000,0.012627,0.169569,-0.426463
3000,7,GPS,29,29,0,4427535.6182,24636325.8491,8828631.2510,-253.451,1110.884,-2961.520,1.5860,0.2373,24314456.2021,24266217.0688,0.0000,0.0000,0.0000,0.0000,588.4835,1.77145e-08,0,0,0,0,3.447e-08,0.0000,10.510,0.000,0.000,0.000,0.000,-0.1430,0.2373,588.4755,0.0000,-3092.5018,0.0000,0.0000,0.0000,0.0000,588.4703,0.0000,0.0000,0.0000,0.0000,0.091172,-0.357217,-0.188251
3000,8,GPS,29,29,1,4427535.6182,24636325.8491,8828631.2510,-253.451,1110.884,-2961.520,1.5860,0.2373,24314456.2021,24266217.0688,0.0000,0.0000,0.0000,0.0000,588.4835,1.77145e-08,0,0,0,0,3.447e-08,0.0000,-99.900,0.000,0.000,0.000,0.000,-0.1430,0.2373,588.4755,0.0000,-3092.5018,0.0000,0.0000,0.0000,0.0000,588.4703,0.0000,0.0000,0.0000,0.0000,0.091172,-0.357217,-0.188251
