3.773930000000000000e+05 3.866792634500000160e+06 6.742276513999999734e+05 5.010770398699999787e+06
3.773940000000000000e+05 3.866792595706193708e+06 6.742265734688612865e+05 5.010767418074684218e+06
3.773950000000000000e+05 3.866794317541158758e+06 6.742271951382562984e+05 5.010768717899634503e+06
3.773960000000000000e+05 3.866794769582283217e+06 6.742274179850927321e+05 5.010769348505065776e+06
3.773970000000000000e+05 3.866794864121876657e+06 6.742274873658256838e+05 5.010769363453529775e+06
3.773980000000000000e+05 3.866794956655354705e+06 6.742275246564353583e+05 5.010769397416643798e+06
3.773990000000000000e+05 3.866794920634535607e+06 6.742275142397325253e+05 5.010769316877402365e+06
3.774000000000000000e+05 3.866794949306999333e+06 6.742275807221509749e+05 5.010769302185892127e+06
3.774010000000000000e+05 3.866794934599827975e+06 6.742275621934604133e+05 5.010769336967829615e+06
3.774020000000000000e+05 3.866794991486997809e+06 6.742275916226408444e+05 5.010769379358579405e+06
3.774030000000000000e+05 3.866795052502928302e+06 6.742276271897639381e+05 5.010769412197603844e+06
3.774040000000000000e+05 3.866795041495095473e+06 6.742276972989192000e+05 5.010769383549542166e+06
3.774050000000000000e+05 3.866795005873860791e+06 6.742276680702371523e+05 5.010769271655085497e+06
3.774060000000000000e+05 3.866794914862310514e+06 6.742276224130745977e+05 5.010769157004720531e+06
3.774070000000000000e+05 3.866794920319836121e+06 6.742275228617709363e+05 5.010769123644855805e+06
3.774080000000000000e+05 3.866794875398234930e+06 6.742275335462245857e+05 5.010769673793566413e+06
3.774090000000000000e+05 3.866795030690254644e+06 6.742275926842472982e+05 5.010769382122167386e+06
3.774100000000000000e+05 3.866795088009188417e+06 6.742276254119336372e+05 5.010769444763029926e+06
3.774110000000000000e+05 3.866795078463049140e+06 6.742276706737825880e+05 5.010769896187438630e+06
3.774120000000000000e+05 3.866794907717193011e+06 6.742276436539142160e+05 5.010769962023029104e+06
3.774130000000000000e+05 3.866794920466921758e+06 6.742276335075609386e+05 5.010769460272333585e+06
3.774140000000000000e+05 3.866794920838226099e+06 6.742276228257723851e+05 5.010769499442175031e+06
3.774150000000000000e+05 3.866794854906161781e+06 6.742276173541791504e+05 5.010769992184350267e+06
3.774160000000000000e+05 3.866794937879197299e+06 6.742276288788180100e+05 5.010769586874007247e+06
3.774170000000000000e+05 3.866794870414699428e+06 6.742276183447381482e+05 5.010770004959980026e+06
3.774180000000000000e+05 3.866794977660326753e+06 6.742277061202152399e+05 5.010770218517330475e+06
3.774190000000000000e+05 3.866795071858150885e+06 6.742277883580944035e+05 5.010770313509455882e+06
3.774200000000000000e+05 3.866795139163494576e+06 6.742278572194890585e+05 5.010770476459537633e+06
3.774210000000000000e+05 3.866795243654713966e+06 6.742279107244048500e+05 5.010770505423160270e+06
3.774220000000000000e+05 3.866795408279610332e+06 6.742279465650019702e+05 5.010769780116538517e+06
3.774230000000000000e+05 3.866795289229243994e+06 6.742279475106940372e+05 5.010770385928058065e+06
3.774240000000000000e+05 3.866795353776270524e+06 6.742280379013080383e+05 5.010770440344333649e+06
3.774250000000000000e+05 3.866795449093069881e+06 6.742280599866287084e+05 5.010770020012567751e+06
3.774260000000000000e+05 3.866795356515243184e+06 6.742280880450995173e+05 5.010769796352871694e+06
3.774270000000000000e+05 3.866795278809906915e+06 6.742280538086609449e+05 5.010769598500888795e+06
3.774280000000000000e+05 3.866795363437179010e+06 6.742280645057796501e+05 5.010769640493832529e+06
3.774290000000000000e+05 3.866795326059192419e+06 6.742280431544518797e+05 5.010769641406943090e+06
3.774300000000000000e+05 3.866795247353196144e+06 6.742279664838932222e+05 5.010769606011951342e+06
3.774310000000000000e+05 3.866795235785074532e+06 6.742279280434054090e+05 5.010769387928950600e+06
3.774320000000000000e+05 3.866795181495924480e+06 6.742279076562117552e+05 5.010769972933962941e+06
3.774330000000000000e+05 3.866795247126915492e+06 6.742279622288665269e+05 5.010769867947081104e+06
3.774340000000000000e+05 3.866795308406355791e+06 6.742279775594895473e+05 5.010769854644076899e+06
3.774350000000000000e+05 3.866795248705474660e+06 6.742279579615697730e+05 5.010769965667712502e+06
3.774360000000000000e+05 3.866795296381433960e+06 6.742279911477785790e+05 5.010769610375183634e+06
3.774370000000000000e+05 3.866795290908454917e+06 6.742280366938523948e+05 5.010769464699175209e+06
3.774380000000000000e+05 3.866795260769271757e+06 6.742280183484319132e+05 5.010769373492691666e+06
3.774390000000000000e+05 3.866795256381254643e+06 6.742279623290052405e+05 5.010769226144403219e+06
3.774400000000000000e+05 3.866795235583493952e+06 6.742279345876469743e+05 5.010769061561200768e+06
3.774410000000000000e+05 3.866795237712706439e+06 6.742279573974977247e+05 5.010769057006901130e+06
3.774420000000000000e+05 3.866795316546113696e+06 6.742279704301481834e+05 5.010769177321839146e+06
3.774430000000000000e+05 3.866795232525207102e+06 6.742279490355878370e+05 5.010769199916319922e+06
3.774440000000000000e+05 3.866795286819587462e+06 6.742279565989957191e+05 5.010769174795403145e+06
3.774450000000000000e+05 3.866795274251875468e+06 6.742279399837177480e+05 5.010769214489642531e+06
3.774460000000000000e+05 3.866795300068765879e+06 6.742279364932193421e+05 5.010769195393832400e+06
3.774470000000000000e+05 3.866795337175392546e+06 6.742280502056092955e+05 5.010769147611427121e+06
3.774480000000000000e+05 3.866795414497201331e+06 6.742281267065075226e+05 5.010769148676716723e+06
3.774490000000000000e+05 3.866795371886293404e+06 6.742281169617933920e+05 5.010769038256331347e+06
3.774500000000000000e+05 3.866795316940210760e+06 6.742281427666727686e+05 5.010768888042654842e+06
3.774510000000000000e+05 3.866795323030677624e+06 6.742281175924448762e+05 5.010768700453503057e+06
3.774520000000000000e+05 3.866795352894958109e+06 6.742281148460045224e+05 5.010768684638487175e+06
3.774530000000000000e+05 3.866795302317486610e+06 6.742280651608371409e+05 5.010768577712067403e+06
3.774540000000000000e+05 3.866795249907237012e+06 6.742280437309797853e+05 5.010768583016317338e+06
